movieId,genres,original_title,id,overview,actors,director
2321,Comedy|Drama|Fantasy,Pleasantville,2657,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.","['tobeymaguire', 'reesewitherspoon', 'williamh.macy']",garyross
2329,Crime|Drama,American History X,73,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","['edwardnorton', 'edwardfurlong', ""beverlyd'angelo""]",tonykaye
2340,Romance,Meet Joe Black,297,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.","['bradpitt', 'anthonyhopkins', 'claireforlani']",martinbrest
2353,Action|Thriller,Enemy of the State,9798,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.","['willsmith', 'genehackman', 'jonvoight']",tonyscott
2366,Action|Adventure|Fantasy|Horror,King Kong,254,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.","['naomiwatts', 'jackblack', 'adrienbrody']",peterjackson
2367,Adventure|Fantasy|Romance|Sci-Fi|Thriller,King Kong,254,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.","['naomiwatts', 'jackblack', 'adrienbrody']",peterjackson
2378,Comedy|Crime,Police Academy,9336,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!","['steveguttenberg', 'kimcattrall', 'g.w.bailey']",hughwilson
2389,Crime|Horror|Thriller,Psycho,539,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.","['anthonyperkins', 'veramiles', 'johngavin']",alfredhitchcock
2395,Comedy|Drama,Rushmore,11545,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.","['jasonschwartzman', 'oliviawilliams', 'billmurray']",wesanderson
2396,Comedy|Drama|Romance,Shakespeare in Love,1934,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.","['josephfiennes', 'gwynethpaltrow', 'geoffreyrush']",johnmadden
2402,Action|Adventure|Thriller,Rambo: First Blood Part II,1369,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,"['sylvesterstallone', 'richardcrenna', 'charlesnapier']",georgep.cosmatos
2404,Action|Adventure|Thriller|War,Rambo III,1370,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.","['sylvesterstallone', 'richardcrenna', 'kurtwoodsmith']",petermacdonald
2406,Action|Adventure|Comedy|Romance,Romancing the Stone,9326,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle...","['michaeldouglas', 'kathleenturner', 'dannydevito']",robertzemeckis
2409,Action|Drama,Rocky II,1367,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.","['sylvesterstallone', 'taliashire', 'burtyoung']",sylvesterstallone
2410,Action|Drama,Rocky III,1371,"Now the world champion, Rocky Balboa is living in luxury and only fighting opponents who pose no threat to him in the ring. His lifestyle of wealth and idleness is shaken when a powerful young fighter known as Clubber Lang challenges him to a bout. After taking a pounding from Lang, the humbled champ turns to former bitter rival Apollo Creed to help him regain his form for a rematch with Lang.","['sylvesterstallone', 'taliashire', 'burtyoung']",sylvesterstallone
2411,Action|Drama,Rocky IV,1374,"Rocky must come out of retirement to battle a gargantuan Soviet fighter named Drago, who brutally punished Rocky's friend and former rival, Apollo Creed. Seeking revenge in the name of his fallen comrade and his country, Rocky agrees to fight Drago in Moscow on Christmas, and the bout changes both fighters -- and the world.","['sylvesterstallone', 'taliashire', 'burtyoung']",sylvesterstallone
2412,Action|Drama,Rocky V,1375,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.","['sylvesterstallone', 'taliashire', 'burtyoung']",johng.avildsen
2424,Comedy|Romance,You've Got Mail,9489,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.","['tomhanks', 'megryan', 'katiesagona']",noraephron
2431,Comedy|Drama,Patch Adams,10312,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.","['robinwilliams', 'philipseymourhoffman', 'bobgunton']",tomshadyac
2470,Adventure|Comedy,Crocodile Dundee,9671,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.","['paulhogan', 'lindakozlowski', 'markblum']",peterfaiman
2490,Action|Thriller,Payback,2112,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.","['melgibson', 'kriskristofferson', 'gregghenry']",brianhelgeland
2502,Comedy|Crime,Office Space,1542,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,"['ronlivingston', 'jenniferaniston', 'davidherman']",mikejudge
2505,Drama|Mystery|Thriller,8MM,8224,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.","['nicolascage', 'joaquinphoenix', 'jamesgandolfini']",joelschumacher
2529,Action|Drama|Sci-Fi,Planet of the Apes,871,"An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.","['charltonheston', 'roddymcdowall', 'kimhunter']",franklinj.schaffner
2539,Comedy,Analyze This,9535,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.","['robertdeniro', 'billycrystal', 'lisakudrow']",haroldramis
2541,Drama,Cruel Intentions,796,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.","['sarahmichellegellar', 'ryanphillippe', 'reesewitherspoon']",rogerkumble
2572,Comedy|Romance,10 Things I Hate About You,4951,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.","['heathledger', 'juliastiles', 'josephgordon-levitt']",giljunger
2587,Comedy|Crime|Drama,Life,395992,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.","['jakegyllenhaal', 'rebeccaferguson', 'ryanreynolds']",danielespinosa
2600,Action|Sci-Fi|Thriller,eXistenZ,1946,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,"['jenniferjasonleigh', 'judelaw', 'ianholm']",davidcronenberg
2605,Crime|Thriller,Entrapment,1844,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.","['seanconnery', 'catherinezeta-jones', 'willpatton']",jonamiel
2628,Action|Adventure|Sci-Fi,Star Wars: Episode I - The Phantom Menace,1893,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.","['liamneeson', 'ewanmcgregor', 'natalieportman']",georgelucas
2640,Action|Adventure|Sci-Fi,Superman,1924,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane − who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world.","['christopherreeve', 'marlonbrando', 'margotkidder']",richarddonner
2641,Action|Sci-Fi,Superman II,8536,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.","['genehackman', 'christopherreeve', 'nedbeatty']",richardlester
2642,Action|Adventure|Sci-Fi,Superman III,9531,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.","['christopherreeve', 'richardpryor', 'jackiecooper']",richardlester
2644,Horror,Dracula,6114,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.","['garyoldman', 'winonaryder', 'anthonyhopkins']",francisfordcoppola
2671,Comedy|Romance,Notting Hill,509,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,"['juliaroberts', 'hughgrant', 'ginamckee']",rogermichell
2683,Action|Adventure|Comedy,Austin Powers: The Spy Who Shagged Me,817,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.","['mikemyers', 'heathergraham', 'michaelyork']",jayroach
2687,Adventure|Animation|Children|Drama,Tarzan,37135,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...","['tonygoldwyn', 'glennclose', 'minniedriver']",kevinlima
2694,Comedy,Big Daddy,9032,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.","['adamsandler', 'joeylaurenadams', 'kristyswanson']",dennisdugan
2701,Action|Comedy|Sci-Fi|Western,Wild Wild West,8487,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,"['willsmith', 'kevinkline', 'kennethbranagh']",barrysonnenfeld
2706,Comedy|Romance,American Pie,2105,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.","['jasonbiggs', 'chrisklein', 'thomasiannicholas']",chrisweitz
2712,Drama|Mystery|Thriller,Eyes Wide Shut,345,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","['tomcruise', 'nicolekidman', 'madisoneginton']",stanleykubrick
2717,Comedy|Fantasy|Sci-Fi,Ghostbusters II,2978,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.","['billmurray', 'danaykroyd', 'sigourneyweaver']",ivanreitman
2722,Action|Horror|Sci-Fi|Thriller,Deep Blue Sea,8914,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.","['thomasjane', 'saffronburrows', 'llcoolj']",rennyharlin
2724,Comedy|Romance,Runaway Bride,4806,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.","['juliaroberts', 'richardgere', 'joancusack']",garrymarshall
2728,Action|Drama|Romance|War,Spartacus,967,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.,"['kirkdouglas', 'laurenceolivier', 'jeansimmons']",stanleykubrick
2730,Drama|Romance|War,Barry Lyndon,3175,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.","[""ryano'neal"", 'marisaberenson', 'hardykrüger']",stanleykubrick
2791,Comedy,Airplane!,813,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.","['roberthays', 'juliehagerty', 'kareemabdul-jabbar']",jimabrahams
2797,Comedy|Drama|Fantasy|Romance,Big,2280,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","['tomhanks', 'elizabethperkins', 'robertloggia']",pennymarshall
2858,Drama|Romance,American Beauty,14,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.","['kevinspacey', 'annettebening', 'thorabirch']",sammendes
2867,Comedy|Horror|Thriller,Fright Night,58151,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.","['antonyelchin', 'colinfarrell', 'tonicollette']",craiggillespie
2890,Action|Adventure|Comedy|Drama|War,Three Kings,6415,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.","['georgeclooney', 'markwahlberg', 'icecube']",davido.russell
2899,Adventure|Animation|Children,Gulliver's Travels,38745,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.","['jackblack', 'amandapeet', 'emilyblunt']",robletterman
2916,Action|Adventure|Sci-Fi|Thriller,Total Recall,861,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.","['arnoldschwarzenegger', 'sharonstone', 'rachelticotin']",paulverhoeven
2918,Comedy,Ferris Bueller's Day Off,9377,Charismatic teen Ferris Bueller plays hooky in Chicago with his girlfriend and best friend.,"['matthewbroderick', 'alanruck', 'miasara']",johnhughes
2926,Comedy|Drama,Hairspray,2976,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.","['johntravolta', 'michellepfeiffer', 'christopherwalken']",adamshankman
2947,Action|Adventure|Thriller,Goldfinger,658,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.","['seanconnery', 'honorblackman', 'gertfröbe']",guyhamilton
2948,Action|Adventure|Thriller,From Russia with Love,657,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy","['seanconnery', 'danielabianchi', 'pedroarmendáriz']",terenceyoung
2949,Action|Adventure|Thriller,Dr. No,646,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.","['seanconnery', 'ursulaandress', 'josephwiseman']",terenceyoung
2953,Children|Comedy,Home Alone 2: Lost in New York,772,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.","['macaulayculkin', 'joepesci', ""catherineo'hara""]",chriscolumbus
2959,Action|Crime|Drama|Thriller,Fight Club,550,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","['edwardnorton', 'bradpitt', 'meatloaf']",davidfincher
2985,Action|Crime|Drama|Sci-Fi|Thriller,RoboCop,5548,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.","['peterweller', 'nancyallen', 'ronnycox']",paulverhoeven
2986,Action|Crime|Sci-Fi|Thriller,RoboCop 2,5549,"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.","['peterweller', 'nancyallen', 'tomnoonan']",irvinkershner
2989,Action|Adventure|Thriller,For Your Eyes Only,699,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,"['rogermoore', 'carolebouquet', 'chaimtopol']",johnglen
2990,Action|Adventure|Thriller,Licence to Kill,709,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,"['timothydalton', 'careylowell', 'robertdavi']",johnglen
2991,Action|Adventure|Thriller,Live and Let Die,253,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,"['rogermoore', 'yaphetkotto', 'janeseymour']",guyhamilton
2993,Action|Adventure|Thriller,Thunderball,660,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,"['seanconnery', 'claudineauger', 'adolfoceli']",terenceyoung
2997,Comedy|Drama|Fantasy,Being John Malkovich,492,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.","['johncusack', 'camerondiaz', 'catherinekeener']",spikejonze
3020,Action|Drama,Falling Down,37094,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.","['michaeldouglas', 'robertduvall', 'barbarahershey']",joelschumacher
3033,Comedy|Sci-Fi,Spaceballs,957,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?","['melbrooks', 'rickmoranis', 'billpullman']",melbrooks
3034,Adventure|Animation|Children|Comedy|Musical,Robin Hood,11886,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.","['brianbedford', 'philharris', 'peterustinov']",wolfgangreitherman
3039,Comedy,Trading Places,1621,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,"['eddiemurphy', 'danaykroyd', 'jamieleecurtis']",johnlandis
3052,Adventure|Comedy|Fantasy,Dogma,1832,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.","['benaffleck', 'mattdamon', 'lindafiorentino']",kevinsmith
3081,Fantasy|Horror|Mystery|Romance,Sleepy Hollow,2668,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,"['johnnydepp', 'ianmcdiarmid', 'christinaricci']",timburton
3105,Drama|Mystery,Awakenings,11005,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.","['robertdeniro', 'robinwilliams', 'johnheard']",pennymarshall
3113,Action|Fantasy|Horror|Mystery|Thriller,End of Days,9946,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.","['arnoldschwarzenegger', 'gabrielbyrne', 'kevinpollak']",peterhyams
3114,Adventure|Animation|Children|Comedy|Fantasy,Toy Story 2,863,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","['tomhanks', 'timallen', 'joancusack']",johnlasseter
3156,Drama|Romance|Sci-Fi,Bicentennial Man,2277,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.","['robinwilliams', 'samneill', 'embethdavidtz']",chriscolumbus
3157,Children|Comedy|Fantasy,Stuart Little,10137,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.","['michaelj.fox', 'geenadavis', 'hughlaurie']",robminkoff
3160,Drama,Magnolia,334,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","['juliannemoore', 'williamh.macy', 'johnc.reilly']",paulthomasanderson
3175,Adventure|Comedy|Sci-Fi,Galaxy Quest,926,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.","['timallen', 'sigourneyweaver', 'alanrickman']",deanparisot
3186,Drama,"Girl, Interrupted",3558,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","['winonaryder', 'angelinajolie', 'cleaduvall']",jamesmangold
3247,Comedy|Crime,Sister Act,2005,"A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV.","['whoopigoldberg', 'maggiesmith', 'kathynajimy']",emileardolino
3252,Drama,Scent of a Woman,9475,"Charlie Simms (Chris O'Donnell) is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade (Al Pacino), a cantankerous middle-aged man who lives with his niece and her family.","['alpacino', ""chriso'donnell"", 'jamesrebhorn']",martinbrest
3253,Comedy,Wayne's World,8872,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.","['mikemyers', 'danacarvey', 'roblowe']",penelopespheeris
